file,text,short_text
t601-eng.txt,"the upper tribunal (lands chamber) form af t601 form af (01.16 ) page 1 of 8 notice of appeal against a decision of the first-tier tribunal (property chamber) in e ngland, or a leasehold valuation or residential property t ribunal in wales please read the attached guidance notes before completing this form. this ap peal relates to: leasehold enfranchisement extension of a lease landlords enfranchisement costs service, estate or administration charges the appointment of a manager/right to manage insurance charges variation of a lease forfeiture breach of tenants covenants an improvement notice a pr ohibition order a hmo or other house licence an emergency remedial action order a demolition order a slum clearance declaration an overcrowding notice or management order an emergency prohibition notice an empty dwelling management order an agricultural tenancy succession land drainage rent a park home right -to-buy determination other appe llants details name address (including postcode) telephone fax email the upper tribunal (lands chamber) form af t601 form af ( 01.16 ) page 2 of 8 the applic ant is the: free holder /head landlord intermediat e landlord leaseholder /tenant local housing authority other appellants solicitor or other representative name address (including postcode) telephone fax email respondent name address (including postcode) telephone fax email the upper tribunal (lands chamber) form af t601 form af ( 01.16 ) page 3 of 8 respondents solicitor or other representative name address (including postcode) telephone fax email property details address (including postcode) type of property the decision subject of the appeal is : name of tribunal tribunals case number dat e of tribunals main decision date tribunals decision granting permission to appeal the upper tribunal (lands chamber) form af t601 form af ( 01.16 ) page 4 of 8 grounds of appeal (please tick one or more as appropriate) the decision shows that the tribunal wron gly interpreted or wrongly applied the relevant law the decision shows that the tribunal misinterpreted, disregarded or wrongly applied a relevant principle of valuation or other professional practice the tribuna l took account of irrelevant considerations, or failed to take account of relevant considerations or evidence, or there was a substantial procedural defect the point or points at issue is, or are, of potentially wide implications other reasons type of procedure i would like the appeal to be heard as: a review a review with a view to rehearing a rehearing and by the standard procedure simplified procedure special procedure written representations procedure i consider this procedure the most suitable because: i intend to call an expert witness at the hearing of the appeal yes no possibly i may wish to call more than one expert witness yes no possibly the upper tribunal (lands chamber) form af t601 form af ( 01.16 ) page 5 of 8 enclosures i have enclosed with this notice of appeal : sufficient copies of this notic e for service upon each of the respondents , and upon the tribunal whose decision is being appealed . sufficient copies of the statement of ca se for service upon each of the respondents. a copy of the main decision being appealed . a copy of the decision giv ing you permission to appeal and its covering letter . a uthority to act , signed by the appellant (if applicable) . a cheque made payable to 'hm cou rts & tribunals service' for 275 for the appeal lodging fee. declaration, signature and date i accept responsibility for the conduct of the case and the payment of fees that fall due. signed print name date status the upper tribunal (lands chamber) form af t601 form af ( 01.16 ) page 6 of 8 form guidance notes is this the right form for your appeal? ","s covering letter . a uthority to act , signed by the appellant (if applicable) . a ch"
t601-eng.txt,"when you have completed it, the form, and its requisite enclosures must be received at the tribunals offices within one calendar month after the date that the tribunal whose decision is being appealed sent to you permission to appeal. late appeals if you are unable to lodge this form and its enclosures within the time period prescribed, you must apply for permission to lodge it late (i.e. permission to extend the time for lodging the notice of appeal). you must give your reasons for requiring additional time and say how long you need . you must send a copy of your applic ation to all the respondents and confirm to the upper tribunal that you have done so. you must also tell them that if they wish to object to your application they must write to us explaining why they object within 10 days of receipt of your application. yo u must also pay an additional interlocutory application fee of 1 10. the appellant the appellant must have been a party to the proceedings before the tribunal whose decision is being appealed . where more than one person wishes to appeal, the names and add resses of all appellants must be stated. attach a list separately if necessary. where there is more than one appellant please indicate which one of them is the person with whom the tribunal should correspond . the tribunal will not correspond with more tha n one joint appellant. the appellants solicitor or other representative if this section is completed all communications from the tribunal and other parties regarding this appeal will be sent or delivered to the appointed solicitor or representative. a re presentative who is not a solicitor must enclose an authority to act signed by the persons they represent and confirming that the representative is appointed to represent them. property please give the full address, including the postcode of the property subject of the appeal, and a brief descript ion of its type, for example, a three -storey, mid -terraced house, converted into three self -contained flats. the upper tribunal (lands chamber) form af t601 form af ( 01.16 ) page 7 of 8 grounds of appeal please tick one or more of the boxes on the form, as appropriate. you will not b e able to rely on a ground that has not been ticked. set out in full details of the grounds on which you rely in your statement of case which must accompany your notice of appeal. they should be organised under a heading for each ground you rely upon. review or rehearing? ",icitor must enclose an authority to act signed by the persons they represent and confi
t602-eng.txt,"please read the attached guidance notes before completing this form . this appeal relates to: leasehold enfranchisement extension of a lease landlords enfranchisement costs service, estate or administration charges the appointment of a manager/right to manage insurance charges variation of a lease forfeiture breach of tenants covenants an improvement notice a pr ohibition order a hmo or other house licence an emergency remedial action order a demolition order a slum clearance declaration an ove rcrowding notice or management order an emergency prohibition notice an empty dwelling management order an agricultural tenancy succession land drainage rent a park home right -to-buy determination other appl icants details name address (including postcode) telephone fax email the uppe r tribunal (lands chamber) form pta t602 form pta (01.16 ) page 2 of 8 the applic ant is the: free holder /head landlord intermediate landlord leaseholder /tenant local housing authority other applican ts solicitor or other representative name address (including postcode) telephone fax email respondent name address (including postcode) telephone fax email the uppe r tribunal (lands chamber) form pta t602 form pta (01.16 ) page 3 of 8 respondent s solicitor or other representative name address (including postcode) telephone fax email property address (including postcode) type of property the tribunals decision i seek for permission to appeal is name of tribunal tribunals case number date of tribunals main decision date of tribunals decision refusing permission to appeal grounds of appeal the decision shows that the tribunal wrongly interpreted or wrongly a pplied the relevant law the decision shows that the tribunal misinterpreted, disregarded or wrongly applied a relevant principle of valuation or other professional practice the tribunal took account of irrelevant considerations, or failed to take account of relevant considerations or evidence, or there was a substantial procedural defect the point or points at issue is, or are, of potentially wide implications other reas ons the uppe r tribunal (lands chamber) form pta t602 form pta (01.16 ) page 4 of 8 determination of this application i would prefer this application to be dealt with: at a hearing without a hearing for the following reasons: type of procedure if permission to appeal is given i would like the appeal to be heard as: a review a review with a view to rehearing a rehearing and by the standard procedure simplified procedure special procedure written representations procedure i consider this procedure the most suitable because: i intend to call an expert witness at the hearing of the appeal yes no possibly i may wish to call more than one expert witness yes no possibly enclosures i have enclosed with this application for permission to appeal: sufficient copies of this application for service upon each of t he respondents, and upon the tribunal whose decision i seek to challenge . a copy of the tribunal s main decision . a copy of the tribunal s decision refusing permission to appeal , and its covering letter. a uthor ity to act, signed by the applic ant (if applicable). a cheque made payable to 'hm co urts & tribunals service' for 2 20 for the fee for applying for permission to appeal . the uppe r tribunal (lands chamber) form pta t602 form pta (01.16 ) page 5 of 8 declaration, signature and date i accept responsibility for the conduct of the case and the payment of fees that fall due. signed print name date status the uppe r tribunal (lands chamber) form pta t602 form pta (01.16 ) page 6 of 8 form guidance notes is this the right form for your application? ","ts covering letter. a uthor ity to act, signed by the applic ant (if applicable). a ch"
t602-eng.txt,"when you have completed it the form, and its requisite enclosures, must be returned to us so that it is received at the tribunals offices within 14 days after the date that the tribunal whose decision you seek to challenge sent to you its decision refusing permission to appeal. late applications if you are unable to lodge this form and its enclosures within the time period prescribed, you must apply for permission to lodge it late (i.e. permission to extend the time period for lodging the application for permission to appeal). you must give your reasons for requiring additional t ime and say how long you need. you must send a copy of your application to lodge the application late directly to all the respondents and confirm that you have don e so. you must also tell them that if they wish to object to your application to lodge the application for permission to appeal late they must write to the tribunal explaining why they object within 10 days of receipt of the application. you must also pay an addi tional application fee of 1 10. the applicant the applicant must have been a party to the proceedings before the tribunal whose decision is being challenged. where more than one person wants permission to appeal the names and addresses of all appli cants must be stated. attach a list separately if necessary. where there is more than one applicant please indicate which of them is the person with whom the tribunal should correspond. the tribunal will not correspond with more than one applicant where a joint application is made. if permission to appeal is given, the applicant will thereafter be described as the appellant in these proceedings, even if they were the respondent to the proceedings in the tribunal whose decision is being challenged. the a pplicants solicitor or other representative if this section is completed all communications from the upper tribunal and other parties regarding this application will be sent or delivered to the appointed solicitor or representative. a representative who i s not a solicitor must enclose an authority to act signed by the persons they represent and confirming that the representative is appointed to represent them. the uppe r tribunal (lands chamber) form pta t602 form pta (01.16 ) page 7 of 8 property please give the full address, including the postcode of the property subject of the a pplication, and a brief descript ion of its type, for example, a three -storey, mid -terraced house, converted into three self -contained flats. determination of the application normally, the application will be determined without a hearing, unless the trib unal decides that one is necessary or desirable, but your views are taking into consideration before making that decision. grounds of appeal please tick the appropriate box or boxes on the form and set out in a separate attachment, formulated as a complete statement of your case, your full reasons for taking the view that the tribunal whose decision you seek to challenge was wrong, addressing each ground relied on in turn. permission to appeal will be given only if it appears to the upper tribunal that the re are grounds for concluding that the decision may have been wrong for one or more of the grounds set out in the form. the tribunal must be satisfied that there is a reasonable prospect that the appeal could succeed and that an appeal would be proportionate. review or rehearing? ",icitor must enclose an authority to act signed by the persons they represent and confi
t603-eng.txt,"the upper tribunal (lands ch amber) form rna t603 ( 01.16) page 1 of 4 respondents notice case no. to an appeal against a decision of the first-tier tribunal (property chamber) in england, or a leasehold valuation or residential property tribunal in wales please read the attached guidan ce notes before completing this form respondent s details name address (including postcode) telephone fax email respo ndents solicitor o r other representative name address (including postcode) telephone fax email my grounds for opposing the appeal (and, where permiss ion to cross -appeal has been given, for cross -appealing) are set out in my attached statement of case yes no t603 ( 01.16 ) page 2 of 4 type of procedure i would prefer the appeal/cross appeal to be heard as: a review a review with a view to a rehearing a rehearing and by the standard procedure simplified procedure special procedure written representations proce dure i consider this procedure the most suitable because: i intend to call an expert witness at the hearing of the appeal yes no possibly i may wish to call more than o ne expert witness yes no possibly declarations, signature and date i accept responsibility for the conduct of the case and payment of fees that may be due and payable by me. signed print name date where t o send or deliver the documents hm courts & tribunals service the upper tribunal (lands chamber ) 5th floor rolls building 7 rolls building fetter lane london ec4a 1nl dx: 166042 strand 4 tel: 020 7612 971 0 fax: 0870 761 7751 and directly to the appellant. t603 ( 01.16 ) page 3 of 4 form guidance notes is this the right form? ",fees that may be due and payable by me. signed print name date where t o send or deliv
t603-eng.txt,"if you do not lodge this form and send a copy directly to the appellant within the time period prescribed, you will no longer be a party to the appea l, and if you want to continue as a party after that date you must then apply for permission to lodge it late (i.e permission to extend the time for lodging the respondents notice). to make such an application you must give your reasons for requiring add itional time, say how long you need and send a copy of your application to the appellant confirming to us that you have done so. you must also tell them that if they wish to object to your application they must write to us explaining why they object within 10 days o f receipt of your application. in addition you must include an interlocutory application fee of 1 10. the respondent a respondent must have been a party to the proceedings before the tribunal whose decision is being challenged. a respondent who wishes to act separately from other respondents must complete and lodge a separate respondents notice. where more than one person wishes to respond as part of a group acting together, the names and addresses of all respondents in the group must be stated . attach a list separately if necessary. where there is more than one respondent please indicate which of them is the person with whom we should correspond. the respondents solicitor or other representative if this section is completed all communicatio ns from the tribunal and other parties regarding this appeal will be sent or delivered to the appointed solicitor or representative. a representative who is not a solicitor must enclose an authority to act signed by the persons they represent and confirmin g that the representative is appointed to represent them. grounds for opposing the appeal or making the cross appeal set out in full the grounds and points on which you rely in opposing the appeal in your statement of case, which should be attached as a separate document. it should be organised under a heading for t603 ( 01.16 ) page 4 of 4 each ground you rely on, and answer, as far as possible, the grounds and points made in the appellants statement of case. if you have been given permission to cross -appeal, you should additiona lly set out the points you wish to make in respect of the matters upon which you have been given permission to cross -appeal. your statement of case please read paragraph 6 of the practice directions for guidance as to what the statement of case must conta in. if you are unable to file your statement of case within the time specified you must apply for an extension of time in which to do so. you must give your reasons for requiring additional time and say how long you need. you must send a copy of your appl ication to the appellant and confirm to the tribunal that you have done so. you must also tell them that if they wish to object to your application they must write to the tribunal explaining why they object within 10 days of receipt of your application. you must also pay an additional application fee of 1 10. type of procedure please see paragraph 3 of the practice directions on our website for an explanation of the different types of procedures the tribunal uses and indicate which one is you believe is the most appropriate one for this appeal. review or rehearing? ",icitor must enclose an authority to act signed by the persons they represent and confi
t604-eng.txt,"3.8. extensions of time when the tribunal directs that a step must be taken by a specified date, that direction must be complied with. if you cannot comply with a time limit you can apply to the registrar for an extension of time but it will only be given if he considers it appropriate to do so. you must explain why you require the extension and for how long. you must also send a cheque for the 110 fee, payable to hm courts & tribunals service with your application. before sending in the application you should see if the other party will consent to the extension. if they do agree a joint application signed by both parties may be submitted, or each of you may send a letter to the tribunal confirming what has been agreed. if the other party does not agree you need to serve a copy of your application for an extension of time on the other party. you also need to explain to them that if they wish to object to your application they must send a letter giving the reasons for their objection to the tribunal so that it arrives within 10 days of the date you served the application on them. t604 explanatory leaflet cp& lc ( 01.16) page 10 of 20 3.9. how can i apply for a stay of proceedings? ","n. if they do agree a joint application signed by both parties may be submitted, or ea"
t605-eng.txt,"3.9. extensions of time when the tribunal directs that a step must be taken by a specified date, that direction must be complied with. if you c annot comply with a time limit you can apply to the registrar for an extension of time but it will only be given if he considers it appropriate to do so. you must explain why you require the extension and for how long. you must also send a cheque for the 110 fee, payab le to hm courts & tribunals service with your application. before sending in the application you should see if the other party will consent to the extension. if they do agree a joint application signed by both parties may be submitted, or each of you may send a letter to the tribunal confirming what has been agreed . if there is no agreement, you need to serve a copy of your application for an extension of time on the other party. you also need to explain to them that if they wish to object to t605 explanatory leaflet ftt (01.16) page 10 of 19 your application they must send a letter giving the reas ons for their objection to the tribunal so that it arrives within 10 days of the date you served the application on them. ","n. if they do agree a joint application signed by both parties may be submitted, or ea"
t606-eng.txt,"3.9. extensions of time when the tribunal directs that a step must be taken by a specified date, that direction must be complied with. if you cannot comply with a time limit you can apply to the registrar for an extension of time but it will only be given if he considers it appropriate to do so. you must explain why you require the extension and for how long. you must also send a cheque for the 110 fee, payab le to hm courts & tribunals service with your application. before sending in the application you should see if the other party will consent to the extension. if they do agree a joint application signed by both parties may be submitted, or each of you may send a letter to the tribunal confirming what has been agreed. if the other party does not agree you need to serve a copy of your application for an extension of time on the other party. you also need to explain to them that if they wish to object to your application they must send a letter giv ing the reasons for their objection to the tribunal so that it arrives within 10 days of the date you served the application on them. t606 explanatory leaflet ra (01.16 ) page 9 of 16 3.10. how can i apply for a stay of proceedings? ","n. if they do agree a joint application signed by both parties may be submitted, or ea"
t607-eng.txt,"the chambers president is t he honourable mr justice holgate. mr martin rodger qc is the deputy president and there are six part -time judges , as well as three full-time specialist members, who are fellows of the royal institution of chartered surveyors. assisting them is the registrar , who has certain case management and decision making powers. the tribunal is able to call on both ju dges currently assigned to the c hamber and other judges with such expertise as may be needed in any particular case. the names of the judges currently assign ed to the chamber, the members and the registrar are shown online at www.justice.gov.uk/tribunals/lands the administrative staff that support s the tribunal are civil servants and members of hm courts & tribunals service . they are managed by the delivery manager, sharon sober . the tribunal s office and its own courtrooms are in london but hearings can be arranged anywhere in england or wales subject to availability of courtrooms. t607 explanatory leaflet rl (01.16) page 5 of 8 2. generally 2.1. rights of light if daylight passes across one piece of land to a window or other aperture in a building on another piece of land, the owner of the land with the building on it may eventually acquire a right to light. this is a right to prevent the owner of the first land reducing the amount or passage of light to that window or aperture. the right does not arise if, before 20 years have elapsed, the passage of light has been restricted by a physical structure. ",ble to call on both ju dges currently assigned to the c hamber and other judges with s
t608-eng.txt,"3.8. extensions of time if you cannot comply with a time limit imposed by the rules or by a direction you can apply to the registrar for an extension of time but it will only be given if he considers it appropriate to do so. you must explain why you require the extension and for how long. you must also send a cheque for the 1 10 fee, payable to hm courts & tribunals service with your application. before sending in the application you should see if the other party or parties will consent to the extension. if they do agree a joint application signed by the parties may be submitted, or each of you may send a letter to the tribunal confirming what has been agreed. if the other party (or parties) does not agree you need to serve a copy of your application for an extension of time on all the other parties. you also need to explain to them that if they wish to object to your application they must send a letter giving the reasons for their objection to the tribun al so that it arrives within 10 days of the date you served the application on them. ","n. if they do agree a joint application signed by the parties may be submitted, or eac"
t610-eng.txt,"all of the functions of the current pat (in england & wales) would transfer to the new chamber. procedural rules specific to the chamber have been drafted and signed by the tribunal procedure committee, following consultation with ex-service organisations, and the president of pat (england and wales). in establishing rules that are specific to this chamber those who currently use pat (e&w) will have the same level of procedural protection as users of the pats in scotland and northern ireland as rules have been made with the specific needs of this jurisdiction in mind. in further recognition of the special relationship other measures have been taken to ensure that appeal panels must include those who understand the particular nature of service in the armed forces; and for the jurisprudence in scotland, northern ireland and england and wales to remain consistent. service members (with experience of service in her majestys naval, military or air forces) will continue to sit on the hearing panels and maintain their present role without diminution or alteration. what are the benefits of moving to the two-tier tribunal structure? ","ic to the chamber have been drafted and signed by the tribunal procedure committee, fo"
t614-eng.txt,"page 1 t614for appeals from the first-tier tribunal (property chamber) in england and the leasehold valuation and residential property tribunals in wales the procedure owchart on the following pages is designed to assist both appellants and respondents by giving an overview of the process that the tribunal follows in respect of appeals from decisions of the first-tier tribunal (property chamber) and the leasehold valuation and residential property tribunals in wales. it is not a substitute for consulting the legislation relating to your case, the rules and the practice directions, practice statement, or from taking professional advice from a solicitor or a chartered surveyor. depending upon the exact nature of the case the tribunal may either direct that additional steps be taken or that certain steps be omitted. for your guidance the tribunals rules, practice directions, practice statement, forms, information ab out the fees it charges and its recent decisions are available on the tribunals website, www.gov.uk/appeal-upper-tribunal-lands the t ribunals staff can answer questions about the tribunals processes but they cannot give you legal advice nor can they advise you on what is best for your case. if you are in doubt you should seek independent legal advice or the advice of a chartered surveyor. once commenced, proceedings must be disposed of with all reasonable speed. the tribunal will hear the case as soon as it can, but the parties must also do what is required of them within the timescales set. the tribunal will allow a short stay of proceedings where the parties agree to seek alternative dispute resolution, such as mediation, but it will not delay the progress of a case simply to allow negotiations to continue. upper tribunal lands chamber procedure owchart t614 for appeals from the first-tier tribunal (property chamber) in england and the leasehold valuation and residential property tribunals in wales (01.16) crown copyright 2016 page 2 if you cannot comply with a step or direction within the timescale set, you may apply to the tribunal for an extension of time. ex tensions will be granted only where the applicant shows good reason. all applications during the course of the case, including applications for extensions of time, must be accompanied by the tribunals fee of 110 made payable to hm courts and tribunals service. they must also set out fully the reasons for the application and you must conrm that a copy of it has been sent to the other party. un less otherwise directed (either by the rules or by a specic direction) a party sending a document to the tribunal should send one copy only. th e tribunal may not order a party to an appeal to pay costs incurred by another party in connection with the appeal unless the party ordered to pay costs or their representative has behaved unreasonably in bringing, defending or conducting the proceedings, and such sum shall be limited to 500. in th is document all references to the property chamber should also be taken to apply also to appeals from the leasehold valuation and residential property tribunals in wales. page 3 step 2 appellant contacts the tribunals ofce. the tribunal sends/gives the appellant a form for application for permission to appeal, explanatory leaet and procedure owchart. alternatively, the appellant may obtain the form and documents from the tribunals website. application for permission to appeal must be received by the tribunal within 14 days of the property chambers decision refusing permission to appeal. step 5 except where the tribunal decides to dismiss the application without requiring representations from the other party under rule 21(8), the tribunal sends a copy of the application to the other party to the proceedings in the property chamber. the other party is asked to say if they wish to make representations in respect of the application. the other party is given 14 days to send in their representations. step 6 other party sends in their representations. step 7 the tribunal considers the application and the other partys representations usually without a hearing. the tribunals decision is sent to the parties. step 1 if the property chamber has already given permission to appeal go to step 9 on page 4. if the property chamber has refused permission to appeal go to step 2. step 4 the tribunal acknowledges the application and gives it a case number. step 8 if permission to appeal is refused, the matter ends here. if permission to appeal is given go to step 9 on page 4.applying for permission to appeal step 3 appellant sends the application for permission to appeal, supporting documents and the application fee to the tribunal. the tribunals fee for an application for permission to appeal is 220. page 4 commencing an appeal step 14 the parties are informed which procedure the registrar has directed will be followed. for the standard procedure continue to page 5. for the special procedure now go to page 6. for the simplied procedure now go to page 7. for the written representations procedure, go to page 8. step 13 appellant may send to the tribunal and the respondent a reply to the respondents statement of case. within one month of receiving a copy of the respondents notice. step 10 the tribunal sends a copy of the notice of appeal and other documents it has received to the other party to the proceedings in the property chamber and asks them if they wish to be a respondent to the appeal. step 9 the appellant must send notice of appeal to the tribunal so that it is received by the tribunal within one month of either the property chamber or the tribunal having sent the appellant permission to appeal. it must be accompanied by copies of the documents set out in rule 24(4), the lodging fee and the appellants statement of case. the lodging fee is 275. step 11 the other party must, if they wish to respond to the appeal, send a respondents notice to the tribunal and to the appellant so that it is received by the tribunal within one month of the tribunal sending a copy of the notice of appeal to the respondent. step 12 respondent sends to the tribunal and to the appellant their respondents notice and statement of case. within one month of the tribunal sending a copy of the notice of appeal to the respondent. page 5 standard procedure step 16 the parties send in and exchange their expert witnesses reports and statements of witnesses of fact step 15 both parties are directed to send to the tribunal and to exchange with the other party their expert witnesses reports and statements of witnesses of fact. the parties will be given two months to send in and exchange their experts reports and witness step 19 the tribunal xes the hearing. the parties are notied of the date(s) and venue. the parties must inform their witnesses step 18 the parties reply to the listing questionnaires. but if a party does not reply, the tribunal may list the hearing at a venue and on dates that may not be convenient to the party. step 17 the tribunal sends listing questionnaires to both parties asking for their availability dates for the hearing, preferred venue and time estimate for the duration of the hearing. the parties will be given 14 days to reply. step 20 the appellant must consult with the respondent and prepare and send to the tribunal a statement of agreed facts and issues. the statement of agreed facts and issues must be sent to the tribunal so it is received not less than 14 days before the hearing. step 21 the hearing takes place. the tribunal member may inspect the site and necessary comparable sites before or after the hearing. the decision is usually given later in writing. step 20 the tribunals decision is sent to the parties. the appellant must pay the hearing fee, unless the tribunal directs the respondent to pay it. the hearing fee is 2% of the amount determined by the tribunal, subject to a minimum fee of 275 and a maximum fee of 16,500. page 6 special procedure step special b the case management hearing takes place. the member gives directions tailored to the case in question. however, they will include directions for the parties to send to the tribunal and to exchange with each other statements of case (if they have not already been done) and the disclosure of expert and other witness evidence and documents. step special a the appeal is allocated to a member of the tribunal to supervise in conjunction with the registrar. the parties are notied of a case management hearing to be held by the member. step special c subject to any particular directions the member gives at the case management hearing, the procedure followed will broadly be that of the standard procedure which commences at step 15 on page 4. however, further case management hearings may be held or the case listed for hearing. page 7 step f the tribunals hearing fee must be paid by the appellant, unless the tribunal directs the respondent should pay it. the hearing fee is 2% of the amount awarded or determined, subject to a minimum fee of 275 and a maximum fee of 16,500, or if no amount is awarded, 550. step c not less than 14 days before the hearing date, each party must send to the other party copies of any expert witnesses report that they wish to rely on, and a list of the witnesses that they will be calling. step d not less than 7 days before the hearing date, the appellant must send to the tribunal a statement of agreed facts and issues. step e the nal hearing takes place, almost always being completed in a single day. the member hearing the case usually gives their decision later in writing. step a the tribunal will x the hearing date, usually about three months ahead (subject to courtroom availability) and notify the parties. step b not less than one month before the hearing date, each party must send to the other copies of all documents that they intend to rely on. simplied procedure page 8 step wr7 once the parties, written representations are received, the tribunal will determine the appeal. its decision will be sent to the parties. normally, no costs orders are made in cases determined under the written representations procedure. the determination fee is 2% of the rateable value as determined by the tribunal subject to a minimum fee of 275 and a maximum of 16,500, or if no amount is awarded 550. written representations procedure step wr6 the appellant sends to the tribunal and to the respondent a response to the respondents written representations. the appellant will normally be given 14 days to do so. step wr4 if the tribunal grants the application it will direct a timetable for ling and service of the written representations. the appellant will normally be given one month to send their written representations to the tribunal and send a copy to the respondent. step wr5 the respondent submits their written representations within the time directed, normally within one month of receipt of the appellants written representations.. step wr3 if the tribunal refuses the application the appeal continues under one of the other procedures. step wr1 at any time during one of the other procedures the parties may apply to the tribunal for the appeal to be determined by way of written representations rather than at an oral hearing. step wr2 when an application is made the tribunal decides whether or not it will direct the written representations procedure to be used. ",ure owchart on the following pages is designed to assist both appellants and responden
