Unique Form ID,Form Reference,Form Title,Agency/Organisation,Form/Guidance/Other,Language,Doc Date,File Name,File Type,Location,Formfinder category,Downloads,Unique Downloads,References,Signature,Payment,Attachment,Owner,Processor,End User,Multiple Users on same form,Fields,Internal Logic,Dependencies
501,D190,I Want to apply for a Financial Order,HMCTS,Leaflet,English,08/2015,d190-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,"c(""form-h"", ""form-e"", ""form-a"", ""ex160a"", ""ex50"", ""form a"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,D190,Rwyf eisiau gwneud cais am orchymyn ariannol,HMCTS,Leaflet,Welsh,08/2015,d190-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,NA,NA,"c(""ex160a"", ""ex50"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,D191,About annulment,HMCTS,Leaflet,English,04/2014,d191-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,"c(""ex160a"", ""ex50"", ""d190"", ""d184"", ""d8n"", ""cb7"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,D191,Ynglyn a dirymiad,HMCTS,Leaflet,Welsh,04/2014,d191-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,NA,NA,"c(""ex160a"", ""ex50"", ""d190"", ""d184"", ""d8n"", ""cb7"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,D192,About (Judicial) separation decrees / orders,HMCTS,Leaflet,English,04/2014,d192-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,"c(""ex50"", ""d191"", ""cb7"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,D192,Ynglyn a gorchmynion/dyfarniadau ymwahaniad (cyfreithiol).,HMCTS,Leaflet,Welsh,04/2014,d192-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,D193,Ynghylch diddymu,HMCTS,Form,Welsh,08/2007,d193-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,NA,NA,"c(""ex160a"", ""d508"", ""d194"", ""d195"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,D194,Rydw i eisiau cael diddymiad - Beth ddylwn ei wneud?,HMCTS,Form,Welsh,08/2007,d194-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,NA,NA,"c(""ex160a"", ""ex50"", ""d508"", ""d89"", ""d8a"", ""d9a"", ""d9h"", ""d510(6)"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,D195,Plant a diddymu,HMCTS,Form,Welsh,08/2007,d195-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,NA,NA,"c(""ex160a"", ""ex50"", ""d197"", ""d196"", ""d8a"", ""d566"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,D196,Ma'r atebydd wedi ateb fy neiseb,HMCTS,Form,Welsh,08/2007,d196-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,NA,NA,"c(""d197"", ""d195"", ""d84"", ""d8a"", ""d79"", ""d510(6)"", ""d580g"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,D197,Mae gen i orchymyn amodol,HMCTS,Form,Welsh,08/2007,d197-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,NA,NA,"c(""ex160a"", ""ex50"", ""d195"", ""d36"", ""d529"", ""d537"", ""d566"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,D20,Medical examination statement of parties and examiner,HMCTS,Form,English,04/2012,d20-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,D20,Archwiliad meddygol:datganiad y partion a'r archwilydd / Medical examination:statement of parties and examiner,HMCTS,Form,Welsh / Bilingual,04/2012,d20-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,D252,Notice of commencement of assessment of bill of costs,HMCTS,Form,English,04/2011,d252-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,D252,Hysbysiad cychwyn asesu bil costau / Notice of commencement of assessment of bill of costs,HMCTS,Form,Welsh / Bilingual,04/2011,d252-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,D254,Request for a Default Costs Certificate,HMCTS,Form,English,04/2014,d254-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,D254,Cais am Dystysgrif Costau Diffygdalu / Request for a Default Costs Certificate,HMCTS,Form,Welsh / Bilingual,04/2011,d254-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,D258,Request for detailed assessment hearing (general form),HMCTS,Form,English,04/2011,d258-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,D258,Cais am wrandawiad asesiad manwl (ffurflen gyffredinol) / Request for detailed assessment hearing (general form),HMCTS,Form,Welsh / Bilingual,04/2011,d258-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,D258A,Request for detailed assessment (Legal aid/Legal Services Commission only),HMCTS,Form,English,11/2014,d258a-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,D258A,Cais am asesiad manwl (Y Comisiwn Gwasanaethau Cyfreithiol/Cymorth Cyfreithiol yn unig) / Request for detailed assessment (Legal aid/Legal Services Commission only),HMCTS,Form,Welsh / Bilingual,04/2011,d258a-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,D258B,Request for detailed assessment (Costs payable out of a fund other than the Community Legal Service Fund),HMCTS,Form,English,11/2014,d258b-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,D258B,Cais am asesiad manwl (Costau'n daladwy o gronfa ar wahan i Gymorth Cyfreithiol Sifil),HMCTS,Form,Welsh,04/2013,d258b-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,D258B,Cais am asesiad manwl (Costau'n daladwy o gronfa ar wahan i Gronfa'r Gwasanaeth Cyfreithiol Cymunedol) / Request for detailed assessment (Costs payable out of a fund other than the Community Legal Service Fund),HMCTS,Form,Welsh / Bilingual,04/2011,d258b-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,D258C,Request for detailed assessment hearing pursuant to an order under Part III of the Solicitors Act 1974,HMCTS,Form,English,11/2014,d258c-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,D258C,Cais am wrandawiad asesu manwl yn unol a gorchymyn o dan Rhan III Deddf Cyfreithwyr 1974 / Request for detailed assessment hearing pursuant to an order under Part III of the Solicitors Act 1974,HMCTS,Form,Welsh / Bilingual,04/2011,d258c-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,D259,Notice of Appeal against a detailed assessment,HMCTS,Form,English,11/2014,d259-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,D259,Hysbysiad o apêl yn erbyn asesiad manwl / Notice of Appeal against a detailed assessment,HMCTS,Form,Welsh / Bilingual,04/2011,d259-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,D36,Notice of Application for Decree Nisi to be made absolute or conditional order to be made final,HMCTS,Form,English,11/2014,d36-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,D36,Hysbysiad o gais i wneud dyfarniad nisi yn absoliwt neu i wneud gorchymyn amodol yn derfynol / Notice of application for decree nisi to be made absolute or conditional order to be made final,HMCTS,Form,Welsh / Bilingual,11/2014,d36-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,D440,Request for Search for Divorce Decree Absolute,HMCTS,Leaflet,English,11/2014,d440-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,ex50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,D440,Cais am chwiliad am Ddyfarniad Absoliwt Ysgariad,HMCTS,Leaflet,Welsh,08/2014,d440-cym.pdf,PDF,Formfinder,Ysgariad/Diddymu Partneriaeth Sifil,NA,NA,ex50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,D5,Notice to be indorsed on document served in accordance with rule 6.14,HMCTS,Form,English,04/2011,d5-eng.pdf,PDF,Formfinder,Family,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,D5,Hysbysiad I'w arnodi ar ddogfen a gyflwynir yn unol a rheol 6.14 / Notice to be indorsed on document served in accordance with rule 6.14,HMCTS,Form,Welsh / Bilingual,04/2011,d5-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,D50,Notice of application under section 17 of the Married Women's Property Act 1882 section 66 of the Civil Partnership Act 2004,HMCTS,Form,English,11/2014,d50-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,D50,Hysbysiad o gais ar sail methu â darparu cynhaliaeth resymol neu ar gyfer newid cytundeb cynhaliaeth yn ystod oes y partion / Notice of application on ground of failure to provide reasonable maintenance or for alteration of maintenance agreement during parties' lifetime,HMCTS,Form,Welsh / Bilingual,04/2012,d50-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,D508,Deiseb Diddymiad / Dissolution Petition,HMCTS,Form,Welsh / Bilingual,08/2007,d508-bil.pdf,PDF,Formfinder,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,D508 Nodiadau / D508 Notes,Deiseb Diddymiad - Nodiadau Canllaw / Dissolution Petition Notes for Guidance,HMCTS,Guidance,Welsh / Bilingual,08/2007,d508-nodiadau-d508-notes-bil.pdf,PDF,Formfinder,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,D50A,Notice of proceedings acknowledgement of service under s17 of the Married Women's Property Act 1882 s66 of the Civil Partnership Act 2004,HMCTS,Form,English,04/2012,d50a-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,D50A,Rhybudd o achos a chydnabyddiad cyflwyno dan adran 17 Deddf Eiddo Gwragedd Priod 1882/adran 66 Deddf Partneriaeth Sifil 2004 / Notice of proceedings and acknowledgement of service under section 17 of the Married Women's Property Act 1882/section 66 of the Civil Partnership Act 2004,HMCTS,Form,Welsh / Bilingual,04/2012,d50a-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,D50B,Application under s17 of the Married Women's Property Act 1882 s66 of the Civil Partnership Act 2004 Application to transfer a property,HMCTS,Form,English,11/2014,d50b-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,D50B,Cais dan adran 17 Deddf Eiddo Gwragedd Priod 1882/adran 66 Deddf Partneriaeth Sifil 2004 / Cais i drosglwyddo tenantiaeth dan Ddeddf Cyfraith Teulu 1996 / Application under section 17 of The Married Women's Property Act 1882/section 66 of the Civil Partnership Act 2004/Application to transfer a tenancy under The Family Law Act 1996,HMCTS,Form,Welsh / Bilingual,04/2012,d50b-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,D50C,Application on ground of failure to provide reasonable maintenance,HMCTS,Form,English,11/2014,d50c-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,form-a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,D50C,Cais ar sail methiant i ddarparu cynhaliaeth resymol / Application on ground of failure to provide reasonable maintenance,HMCTS,Form,Welsh / Bilingual,01/2014,d50c-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,form-a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,D50D,"Application for alteration of maintenance agreement after the death of one of the parties, under s36 of the Matrimonial Causes Act 1973",HMCTS,Form,English,11/2014,d50d-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,form-a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,D50D,Cais i newid cytundeb cynhaliaeth yn dilyn marwolaeth un o'r partion dan adran 36 Deddf Achosion Priodasol 1973/paragraff 73 Atodlen 5 Deddf Partneriaeth Sifil 2004 / Application for alteration of maintenance agreement after the death of one of the parties under section 36 of the Matrimonial Causes Act 1973/paragraph 73 to Schedule 5 to the Civil Partnership Act 2004,HMCTS,Form,Welsh / Bilingual,04/2012,d50d-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,form-a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,D50E,Application for permission to apply for financial relief after an overseas divorce etc. under section 13 of the Matrimonial and Family Proceedings Act 1984 / paragraph 4 of Schedule 7 to the Civil Partnership Act 2004,HMCTS,Form,English,11/2014,d50e-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,D50E,Cais am ganiatâd i wneud cais am gymorth ariannol ar ol ysgariad dramor ayb. dan adran 13 Deddf Achosion Priodasol a Theuluol 1984 / paragraff 4 Atodlen 7 Deddf Partneriaethau Sifil 2004 / Application for permission to apply for financial relief after an overseas divorce etc. under section 13 of the Matrimonial and Family Proceedings Act 1984 / paragraph 4 of Schedule 7 to the Civil Partnership Act 2004,HMCTS,Form,Welsh / Bilingual,04/2011,d50e-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,D50F,Application for financial relief after an overseas divorce etc. under section 12 of the Matrimonial and Family Proceedings Act 1984 / Schedule 7 to the Civil Partnership Act 2004,HMCTS,Form,English,11/2014,d50f-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,D50F,Cais am gymorth ariannol ar ol ysgariad dramor ayb. dan adran 12 Deddf Achosion Priodasol a Theuluol 1984 / Atodlen 7 Deddf Partneriaethau Sifil 2004 / Application for financial relief after an overseas divorce etc. under section 12 of the Matrimonial and Family Proceedings Act 1984 / Schedule 7 to the Civil Partnership Act 2004,HMCTS,Form,Welsh / Bilingual,04/2011,d50f-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,D50G,Application to prevent transaction intended to defeat prospective applications for financial relief,HMCTS,Form,English,11/2014,d50g-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,D50G,Cais i atal trafodyn a fwriedir i rwystro ceisiadau tebygol am gymorth ariannol / Application to prevent transaction intended to defeat prospective applications for financial relief,HMCTS,Form,Welsh / Bilingual,04/2012,d50g-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,D50H,Application for alteration of maintenance agreement during parties lifetime,HMCTS,Form,English,11/2014,d50h-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,D50H,Cais am newid cytundeb cynhaliaeth yn ystod oes y partion / Application for alteration of maintenance agreement during parties lifetime,HMCTS,Form,Welsh / Bilingual,01/2014,d50h-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,D50J,Application for an order preventing avoidance under section 32L of the Child Support Act 1991,HMCTS,Form,English,11/2014,d50j-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,D50J,Cais am orchymyn yn atal osgoi dan adran 32L Deddf Cynnal Plant 1991 / Application for an order preventing avoidance under section 32L of the Child Support Act 1991,HMCTS,Form,Welsh / Bilingual,04/2011,d50j-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,D50K,Notice of Application for Enforcement by such method of enforcement as the court may consider appropriate Family Procedure Rules 2010 Rule 33.3(2)(b),HMCTS,Form,English,06/2016,d50k-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,D50K,Hysbysiad o gais am Orfodaeth drwy ddull gorfodi a ystyrir yn briodol gan y llys Rheolau Trefniadaeth Teulu 2010 Rheol 33.3(2)(b) / Notice of Application for Enforcement by such method of enforcement as the court may consider appropriate Family Procedure Rules 2010 Rule 33.3(2)(b),HMCTS,Form,Welsh / Bilingual,06/2016,d50k-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,D580(F),Affidafid gan ddeisebydd i gefnogi deiseb i ddiddymu dan Adran 12(g) / Affidavit by petitioner in support of petition for annulment under Section 12(g),HMCTS,Form,Welsh / Bilingual,12/2005,d580(f)-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,D6,Statement of reconciliation,HMCTS,Form,English,04/2011,d6-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,D6,Datganiad cymodi / Statement of reconciliation,HMCTS,Form,Welsh / Bilingual,04/2011,d6-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,D62,Request for issue of judgment summons,HMCTS,Form,English,11/2014,d62-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,D62,Cais am godi gwys dyfarniad / Request for issue of judgment summons,HMCTS,Form,Welsh / Bilingual,04/2011,d62-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,D63,Judgment summons,HMCTS,Form,English,04/2011,d63-eng.pdf,PDF,Formfinder,Family,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,D63,Gwys Dyfarniad Rheolau Achosion Teulu 7.4(5) / Judgement Summons Family Proceedings Rules 7.4(5),HMCTS,Form,Welsh / Bilingual,01/2003,d63-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,D650,Notice of Application to vary or set aside a financial order (Form E calculator error),HMCTS,Form,English,01/2016,d650-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,form-e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,D651,Notice of application to vary or set aside a financial remedy (Form E1 calculator error),HMCTS,Form,English,02/2016,d651-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,form-e1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,D70,Application for declaration of marital/civil partnership status,HMCTS,Form,English,04/2014,d70-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,D70,Cais am ddatganiad am statws priodasol/partneriaeth sifil / Application for declaration of marital/civil partnership status,HMCTS,Form,Welsh / Bilingual,01/2014,d70-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,D8,"Application for a divorce, dissolution or to apply for a (judicial) Separation Order",HMCTS,Form,English,08/2017,d8-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,"c(""form-a"", ""ex160a"", ""ex160"", ""ex50"", ""d11"", ""form a"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,D8,"Cais am ysgariad, diddymiad neu ymwahaniad (cyfreithiol) / Application for a divorce, dissolution or (judicial) separation",HMCTS,Form,Welsh / Bilingual,08/2017,d8-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,"c(""form-a"", ""ex160a"", ""ex160"", ""ex50"", ""d11"", ""form a"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,D8 Nodiadau / D8 Notes,Nodiadau canllaw ar gyfer llenwi deiseb ysgaru/diddymu/ymwahanu (cyfreithiol) / Supporting notes for guidance on completing a divorce/dissolution/(judicial) separation petition,HMCTS,Guidance,Welsh / Bilingual,04/2014,d8-nodiadau-d8-notes-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,"c(""ex50"", ""d192"", ""d190"", ""d183"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,D80A,Statement in support of divorce / (judicial) separation - adultery,HMCTS,Form,English,04/2014,d80a-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,D80A,Datganiad i gefnogi ysgariad/ymwahaniad (cyfreithiol) - godineb / Statement in support of divorce/(judicial) separation - adultery,HMCTS,Form,Welsh / Bilingual,04/2014,d80a-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,D80B,Statement in support of divorce / dissolution / (judicial) separation - unreasonable behaviour,HMCTS,Form,English,04/2014,d80b-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,D80B,Datganiad i gefnogi ysgariad/diddymiad/ymwahaniad (cyfreithiol) - ymddygiad afresymol / Statement in support of divorce/dissolution/(judicial) separation - unreasonable behaviour,HMCTS,Form,Welsh / Bilingual,04/2014,d80b-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,D80C,Statement in support of divorce / dissolution / (judicial) separation - desertion,HMCTS,Form,English,04/2014,d80c-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,D80C,Datganiad i gefnogi ysgariad/diddymiad/ymwahaniad (cyfreithiol) - gadael / Statement in support of divorce/dissolution/(judicial) separation - desertion,HMCTS,Form,Welsh / Bilingual,04/2014,d80c-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,D80D,Statement in support of divorce / dissolution / (judicial) separation - 2 years' consent,HMCTS,Form,English,01/2014,d80d-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,D80D,Datganiad i gefnogi ysgariad/diddymiad/ymwahaniad (cyfreithiol) - cydsyniad 2 flynedd / Statement in support of divorce/dissolution/(judicial) separation - 2 years' consent,HMCTS,Form,Welsh / Bilingual,04/2014,d80d-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,D80E,Statement in support of divorce / dissolution / (judicial) separation - 5 years' consent,HMCTS,Form,English,04/2014,d80e-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,D80E,Datganiad i gefnogi ysgariad/diddymiad/ymwahaniad (cyfreithiol) - ymwahaniad 5 mlynedd / Statement in support of divorce/dissolution/(judicial) separation - 5 years' separation,HMCTS,Form,Welsh / Bilingual,04/2014,d80e-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,D80F,Statement in support of annulment - void marriage / civil partnership,HMCTS,Form,English,04/2014,d80f-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,D80F,Datganiad i gefnogi dirymiad - priodas/partneriaeth sifil ddi-rym / Statement in support of annulment - void marriage/civil partnership,HMCTS,Form,Welsh / Bilingual,04/2014,d80f-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,D80G,Statement in support of annulment - voidable marriage / civil partnership,HMCTS,Form,English,04/2014,d80g-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,D80G,Datganiad i gefnogi dirymiad - priodas/partneriaeth sifil ddirymadwy / Statement in support of annulment - voidable marriage/civil partnership,HMCTS,Form,Welsh / Bilingual,04/2014,d80g-bil.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,none detected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,D81,Statement of information for a consent order in relation to a financial remedy,HMCTS,Form,English,04/2012,d81-eng.pdf,PDF,Formfinder,Divorce / Civil Partnership Dissolution,NA,NA,ppf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
